"","Id","LotArea","LotShape","LandContour","Utilities","LotConfig","Slope","DwellClass","OverallQuality","OverallCondition","YearBuilt","ExteriorCondition","BasementCondition","TotalBSF","CentralAir","LowQualFinSF","LivingArea","FullBath","HalfBath","BedroomAbvGr","KitchenQuality","KitchenAbvGr","Fireplaces","GarageType","GarageCars","PavedDrive","PoolArea","OpenPorchSF","MoSold","YrSold","SalePrice","LandContour_HLS","LandContour_Low","LandContour_Lv1","Utilities_Allpub","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","Slope_Mod","Slope_Sev","DwellClass_2fmCon","DwellClass_Duplex","DwellClass_Twnhs","DwellClass_TwnhsE","CentralAir_Y","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","ExteriorCondition_Code","BasementCondition_Code","KitchenQuality_Code","PavedDrive_Code","Garage_Attchd_Cars","Garage_Detchd_Cars","Garage_BuiltIn_Cars","Garage_Basment_Cars","OverallQuality_YearBuilt","TotalBSF_Bedrooms","KitchenQuality_KitchenAbvGr","TotalBSF_BasementCondition","ExteriorCondition_Code_OverallCondition","ExteriorCondition_YearBuilt","SalesQuarter","SalesQuarter_MoSold","QtrSold","QtrSold_MoSold"
"94",277,9196,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2003,"TA","TA",1560,"Y",0,1560,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,150,4,2010,201000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14021,4680,2,3120,10,4006,"Q2","Q2.4","2","2.4"
"16",43,9180,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,7,1983,"TA","TA",840,"Y",0,884,1,0,2,"Gd",1,0,"Attchd",2,"Y",0,0,12,2007,144000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,9915,1680,2,1680,14,3966,"Q4","Q4.12","4","4.12"
"178",524,40094,3,"Bnk","AllPub","Inside","Gtl","1Fam",10,5,2007,"TA","TA",3138,"Y",0,4676,3,1,3,"Ex",1,1,"BuiltIn",3,"Y",0,406,10,2007,184750,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,0,0,3,0,20070,9414,1,6276,10,4014,"Q4","Q4.10","4","4.10"
"1212",1084,8800,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1964,"TA","TA",1251,"Y",0,1251,1,0,3,"TA",1,2,"Attchd",1,"Y",0,116,3,2006,160000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,11784,3753,3,2502,12,3928,"Q1","Q1.3","1","1.3"
"524",265,5232,1,"Bnk","AllPub","Inside","Gtl","1Fam",5,5,1925,"TA","TA",680,"N",0,764,1,0,2,"TA",1,0,"Detchd",2,"N",0,0,6,2008,73000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,2,0,0,9625,1360,3,1360,10,3850,"Q2","Q2.6","2","2.6"
"924",633,11900,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1977,"Gd","TA",1386,"Y",0,1411,2,0,3,"TA",1,1,"Attchd",2,"Y",0,0,4,2009,82500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,1,2,0,0,0,13839,4158,3,2772,5,1977,"Q2","Q2.4","2","2.4"
"204",581,14585,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",6,6,1960,"TA","TA",1144,"Y",0,1429,1,0,3,"Gd",1,2,"Attchd",2,"Y",0,110,6,2007,181900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,11760,3432,2,2288,12,3920,"Q2","Q2.6","2","2.6"
"1426",1423,4435,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,2003,"TA","TA",848,"Y",0,848,1,0,1,"Gd",1,0,"Attchd",2,"Y",0,0,3,2008,136500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,12018,848,2,1696,10,4006,"Q1","Q1.3","1","1.3"
"1446",1452,9262,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2008,"TA","TA",1064.51174377224,"Y",0,1578,2,0,3,"Ex",1,1,"Attchd",3,"Y",0,36,5,2009,287090,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,3,0,0,0,16064,3193.53523131673,1,2129.02348754448,10,4016,"Q2","Q2.5","2","2.5"
"384",1162,14778,3,"Low","AllPub","CulDSac","Gtl","1Fam",6,7,1954,"TA","TA",1296,"Y",0,1640,1,0,3,"Gd",1,1,"Detchd",2,"Y",0,0,11,2008,224000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,0,2,0,0,11724,3888,2,2592,14,3908,"Q4","Q4.11","4","4.11"
"315",933,11670,3,"Lvl","AllPub","Corner","Gtl","1Fam",9,5,2006,"TA","Gd",1905,"Y",0,1905,2,0,3,"Ex",1,1,"Attchd",3,"Y",0,191,3,2007,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,3,0,0,0,18054,5715,1,1905,10,4012,"Q1","Q1.3","1","1.3"
"259",758,11616,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",6,5,1978,"TA","TA",672,"Y",0,1386,2,1,3,"TA",1,1,"Attchd",2,"Y",0,0,4,2010,158900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11868,2016,3,1344,10,3956,"Q2","Q2.4","2","2.4"
"494",385,53107,2,"Low","AllPub","Corner","Mod","1Fam",6,5,1992,"TA","TA",1580,"Y",0,1953,2,1,3,"Gd",1,2,"Attchd",2,"Y",0,231,6,2007,240000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,11952,4740,2,3160,10,3984,"Q2","Q2.6","2","2.6"
"1072",870,9938,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1993,"TA","TA",1050,"Y",0,1949,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,90,6,2010,236000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,13951,3150,2,2100,10,3986,"Q2","Q2.6","2","2.6"
"1124",953,7200,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,8,1972,"Gd","TA",768,"Y",0,768,1,0,2,"TA",1,0,"Detchd",1,"Y",0,0,4,2009,133900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,0,1,0,0,9860,1536,3,1536,8,1972,"Q2","Q2.4","2","2.4"
"1016",785,6300,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1914,"TA","TA",742,"Y",0,1484,2,0,3,"TA",1,1,"Attchd",0,"Y",0,291,6,2008,128000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,0,0,0,0,11484,2226,3,1484,12,3828,"Q2","Q2.6","2","2.6"
"1132",969,5925,4,"Lvl","AllPub","Inside","Gtl","1Fam",3,6,1910,"TA","TA",600,"N",0,968,1,0,2,"TA",1,0,"Attchd",0,"Y",0,0,5,2009,37900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,1,0,0,0,0,5730,1200,3,1200,12,3820,"Q2","Q2.5","2","2.5"
"10",21,14215,3,"Lvl","AllPub","Corner","Gtl","1Fam",8,5,2005,"TA","TA",1064.51174377224,"Y",0,2376,3,1,4,"Gd",1,1,"BuiltIn",3,"Y",0,154,11,2006,325300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,1,0,0,3,0,16040,4258.04697508897,2,2129.02348754448,10,4010,"Q4","Q4.11","4","4.11"
"1204",1075,8556,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2006,"TA","TA",1240,"Y",0,1240,2,0,2,"Gd",1,0,"Attchd",3,"Y",0,93,5,2007,194000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,14042,2480,2,2480,10,4012,"Q2","Q2.5","2","2.5"
"402",1206,14684,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,7,1990,"TA","TA",2158,"Y",0,2196,2,0,3,"Gd",1,1,"Attchd",3,"Y",0,70,6,2009,271900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,13930,6474,2,4316,14,3980,"Q2","Q2.6","2","2.6"
"108",317,13005,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,7,1980,"TA","TA",845,"Y",0,2353,2,1,4,"Ex",1,1,"Attchd",2,"Y",0,195,8,2009,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,2,0,0,0,13860,3380,1,1690,14,3960,"Q3","Q3.8","3","3.8"
"8",15,10920,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,5,1960,"TA","TA",1253,"Y",0,1253,1,1,2,"TA",1,1,"Attchd",1,"Y",0,213,5,2008,157000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,11760,2506,3,2506,10,3920,"Q2","Q2.5","2","2.5"
"626",150,6240,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,4,1936,"TA","TA",896,"Y",0,1344,1,0,3,"TA",1,0,"Detchd",1,"Y",0,114,4,2006,115000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,9680,2688,3,1792,8,3872,"Q2","Q2.4","2","2.4"
"261",765,9549,3,"Lvl","AllPub","CulDSac","Gtl","TwnhsE",8,5,1995,"Gd","Gd",1494,"Y",0,1494,1,1,2,"Ex",1,1,"Attchd",2,"Y",0,30,4,2006,270000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,2,0,0,0,15960,2988,1,1494,5,1995,"Q2","Q2.4","2","2.4"
"541",18,10791,4,"Lvl","AllPub","Inside","Gtl","Duplex",4,5,1967,"TA","NB",0,"Y",0,1296,2,0,2,"TA",2,0,"CarPort",2,"Y",0,0,10,2006,90000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,4,3,1,0,0,0,0,7868,0,6,0,10,3934,"Q4","Q4.10","4","4.10"
"1333",1276,11345,4,"Lvl","AllPub","Corner","Gtl","Duplex",5,5,1948,"TA","TA",928,"Y",0,1920,2,0,4,"TA",2,0,"Detchd",2,"Y",0,0,7,2007,137000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9740,3712,6,1856,10,3896,"Q3","Q3.7","3","3.7"
"1359",1320,10215,4,"Bnk","AllPub","Inside","Gtl","1Fam",4,5,1954,"TA","TA",864,"Y",0,948,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,2,2007,111000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,7816,2592,3,1728,10,3908,"Q1","Q1.2","1","1.2"
"282",833,9548,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,6,2003,"TA","TA",941,"Y",0,1829,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,39,1,2010,237000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14021,2823,2,1882,12,4006,"Q1","Q1.1","1","1.1"
"1448",1454,17217,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,2006,"TA","TA",1064.51174377224,"Y",0,1140,1,0,3,"TA",1,0,"Attchd",0,"Y",0,56,7,2006,84500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,0,0,0,0,10030,3193.53523131673,3,2129.02348754448,10,4012,"Q3","Q3.7","3","3.7"
"696",259,12435,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2001,"TA","TA",963,"Y",0,1792,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,96,5,2008,231500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14007,2889,2,1926,10,4002,"Q2","Q2.5","2","2.5"
"667",217,8450,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2004,"TA","TA",1436,"Y",0,1436,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,98,4,2008,210000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14028,4308,2,2872,10,4008,"Q2","Q2.4","2","2.4"
"990",737,8544,4,"Lvl","AllPub","Inside","Gtl","Duplex",3,4,1950,"TA","NB",0,"N",0,1040,2,0,2,"TA",2,0,"Detchd",2,"Y",0,0,7,2006,93500,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,4,3,1,0,2,0,0,5850,0,6,0,8,3900,"Q3","Q3.7","3","3.7"
"452",1352,9247,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1962,"TA","TA",858,"Y",0,1716,1,1,4,"TA",1,1,"Attchd",2,"Y",0,84,3,2008,171000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11772,3432,3,1716,12,3924,"Q1","Q1.3","1","1.3"
"856",523,5000,4,"Lvl","AllPub","Corner","Gtl","1Fam",6,7,1947,"Gd","TA",1004,"Y",0,1664,2,0,3,"TA",1,2,"Detchd",2,"Y",0,24,10,2006,159000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,0,2,0,0,11682,3012,3,2008,7,1947,"Q4","Q4.10","4","4.10"
"622",145,9100,4,"Lvl","AllPub","Inside","Gtl","Duplex",5,5,1963,"TA","TA",1728,"Y",0,1728,2,0,6,"TA",2,0,"Detchd",2,"Y",0,0,11,2006,125000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9815,10368,6,3456,10,3926,"Q4","Q4.11","4","4.11"
"1395",1379,1953,4,"Lvl","AllPub","Inside","Gtl","Twnhs",6,5,1973,"TA","Fa",1064.51174377224,"Y",0,987,1,1,2,"TA",1,0,"Detchd",1,"Y",0,0,6,2006,83000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,3,3,1,0,1,0,0,11838,2129.02348754448,3,3193.53523131673,10,3946,"Q2","Q2.6","2","2.6"
"1060",851,4435,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,2003,"TA","TA",848,"Y",0,848,1,0,1,"Gd",1,0,"Attchd",2,"Y",0,0,11,2007,131500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,12018,848,2,1696,10,4006,"Q4","Q4.11","4","4.11"
"1228",1105,2016,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",5,5,1970,"TA","TA",630,"Y",0,1302,2,1,3,"TA",1,0,"Detchd",2,"Y",0,0,4,2007,106000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9850,1890,3,1260,10,3940,"Q2","Q2.4","2","2.4"
"891",587,10267,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1918,"Gd","Gd",816,"Y",0,838,1,0,2,"Fa",1,0,"Detchd",1,"N",0,0,5,2008,130000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,4,3,0,1,0,0,11508,1632,4,816,7,1918,"Q2","Q2.5","2","2.5"
"1034",810,8100,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,5,1898,"TA","TA",849,"N",0,2138,2,0,2,"TA",3,0,"Detchd",2,"N",0,156,11,2009,106000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,2,0,0,9490,1698,9,1698,10,3796,"Q4","Q4.11","4","4.11"
"1442",1448,10000,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,1995,"TA","TA",1220,"Y",0,2090,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,65,12,2007,240000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,15960,3660,2,2440,10,3990,"Q4","Q4.12","4","4.12"
"793",426,3378,4,"HLS","AllPub","Inside","Gtl","1Fam",7,8,1946,"Gd","TA",651,"Y",0,1389,1,1,3,"TA",1,2,"Detchd",1,"P",0,0,9,2009,135000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,0,1,0,0,13622,1953,3,1302,8,1946,"Q3","Q3.9","3","3.9"
"1453",1459,9717,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1950,"TA","TA",1064.51174377224,"Y",0,1078,1,0,2,"Gd",1,0,"Attchd",1,"Y",0,0,4,2010,142125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,1,0,0,0,9750,2129.02348754448,2,2129.02348754448,12,3900,"Q2","Q2.4","2","2.4"
"278",821,7226,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,5,2003,"TA","TA",798,"Y",0,1640,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,45,6,2008,183000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14021,2394,2,1596,10,4006,"Q2","Q2.6","2","2.6"
"241",721,6563,3,"Low","AllPub","CulDSac","Mod","1Fam",8,5,1985,"TA","TA",1742,"Y",0,1742,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,28,12,2006,275000,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,15880,3484,2,3484,10,3970,"Q4","Q4.12","4","4.12"
"1209",1081,11040,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1971,"Gd","TA",1258,"Y",0,1258,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,0,10,2008,145000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,2,0,0,0,11826,3774,2,2516,7,1971,"Q4","Q4.10","4","4.10"
"679",234,10650,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,6,1976,"TA","Gd",894,"Y",0,894,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,2,2010,128200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,1,1,0,0,0,9880,2682,3,894,12,3952,"Q1","Q1.2","1","1.2"
"37",110,11751,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1977,"TA","TA",1844,"Y",0,1844,2,0,3,"TA",1,1,"Attchd",2,"Y",0,122,1,2010,190000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11862,5532,3,3688,12,3954,"Q1","Q1.1","1","1.1"
"1351",1308,8072,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1994,"Gd","Gd",990,"Y",0,990,1,0,3,"TA",1,0,"Detchd",2,"Y",0,64,5,2009,138000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,1,0,2,0,0,9970,2970,3,990,5,1994,"Q2","Q2.5","2","2.5"
"566",55,7134,4,"Bnk","AllPub","Inside","Mod","1Fam",5,5,1955,"TA","TA",384,"Y",0,1360,1,0,3,"TA",1,1,"Detchd",2,"Y",0,50,2,2007,130000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9775,1152,3,768,10,3910,"Q1","Q1.2","1","1.2"
"19",54,50271,3,"Low","AllPub","Inside","Gtl","1Fam",9,5,1981,"TA","TA",1842,"Y",0,1842,0,1,0,"Gd",1,1,"Attchd",3,"Y",0,72,11,2006,385000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,17829,0,2,3684,10,3962,"Q4","Q4.11","4","4.11"
"378",1142,10304,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,7,1976,"Gd","TA",780,"Y",0,1868,2,1,4,"Gd",1,1,"Attchd",2,"Y",0,96,10,2009,197500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,2,0,0,0,9880,3120,2,1560,7,1976,"Q4","Q4.10","4","4.10"
"549",28,11478,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2007,"TA","TA",1704,"Y",0,1704,2,0,3,"Gd",1,1,"Attchd",3,"Y",0,50,5,2010,306000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,16056,5112,2,3408,10,4014,"Q2","Q2.5","2","2.5"
"48",139,9066,3,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,1999,"TA","TA",1004,"Y",0,1852,2,1,3,"Gd",1,2,"Attchd",3,"Y",0,106,12,2008,230000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,15992,3012,2,2008,10,3998,"Q4","Q4.12","4","4.12"
"464",1389,14892,3,"HLS","AllPub","CulDSac","Gtl","1Fam",9,5,2006,"TA","TA",1746,"Y",0,1746,2,0,3,"Ex",1,2,"Attchd",3,"Y",0,39,10,2009,377500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,3,0,0,0,18054,5238,1,3492,10,4012,"Q4","Q4.10","4","4.10"
"393",1177,6951,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,5,1984,"TA","TA",876,"Y",0,923,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,10,2008,119500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,9920,2628,3,1752,10,3968,"Q4","Q4.10","4","4.10"
"670",223,11475,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1975,"TA","TA",713,"Y",0,1552,2,1,3,"TA",1,1,"Attchd",2,"Y",0,208,2,2006,179900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11850,2139,3,1426,12,3950,"Q1","Q1.2","1","1.2"
"311",921,8462,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1994,"Gd","Gd",928,"Y",0,1721,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,87,7,2007,201000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,1,2,0,0,0,11964,2784,2,928,5,1994,"Q3","Q3.7","3","3.7"
"189",546,13837,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,5,1988,"Gd","Gd",1204,"Y",0,2183,2,1,4,"Gd",1,0,"Attchd",3,"Y",0,0,2,2006,229000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,1,3,0,0,0,13916,4816,2,1204,5,1988,"Q1","Q1.2","1","1.2"
"38",112,7750,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2000,"TA","TA",1064.51174377224,"Y",0,1430,2,1,3,"TA",1,1,"BuiltIn",2,"Y",0,0,4,2010,180000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,3,1,0,0,2,0,14000,3193.53523131673,3,2129.02348754448,10,4000,"Q2","Q2.4","2","2.4"
"319",943,7711,3,"Lvl","AllPub","Inside","Gtl","Duplex",4,3,1977,"TA","TA",1440,"Y",0,1440,2,0,4,"TA",2,0,"Attchd",0,"N",0,0,8,2007,150000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,2,3,3,0,0,0,0,7908,5760,6,2880,6,3954,"Q3","Q3.8","3","3.8"
"1100",915,3000,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,2009,"TA","TA",612,"Y",0,1224,2,1,2,"Gd",1,0,"Detchd",2,"Y",0,234,6,2009,173733,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,1,0,2,0,0,12054,1224,2,1224,10,4018,"Q2","Q2.6","2","2.6"
"846",505,2308,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,1974,"TA","TA",855,"Y",0,1322,2,1,3,"TA",1,1,"Attchd",2,"Y",0,0,6,2009,147000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11844,2565,3,1710,10,3948,"Q2","Q2.6","2","2.6"
"120",347,12772,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",6,8,1960,"Gd","TA",958,"Y",0,958,1,0,2,"TA",1,0,"Attchd",1,"Y",0,0,4,2007,151500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,1,1,0,0,0,11760,1916,3,1916,8,1960,"Q2","Q2.4","2","2.4"
"1296",1219,6240,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,5,1947,"TA","NB",0,"N",0,912,1,0,2,"TA",1,0,"Attchd",0,"N",0,0,7,2006,80500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,3,3,0,0,0,0,7788,0,3,0,10,3894,"Q3","Q3.7","3","3.7"
"441",1317,10226,3,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2008,"TA","TA",1622,"Y",0,1630,2,0,3,"Ex",1,1,"Attchd",3,"Y",0,42,1,2009,295493,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,3,0,0,0,16064,4866,1,3244,10,4016,"Q1","Q1.1","1","1.1"
"599",108,6000,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1948,"TA","TA",789,"Y",0,789,1,0,2,"TA",1,0,"Detchd",1,"Y",0,0,4,2008,115000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,9740,1578,3,1578,10,3896,"Q2","Q2.4","2","2.4"
"1409",1398,6120,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,8,1920,"TA","TA",939,"Y",0,1513,1,1,4,"TA",1,0,"Detchd",1,"N",0,0,5,2007,137500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,3,0,1,0,0,9600,3756,3,1878,16,3840,"Q2","Q2.5","2","2.5"
"714",290,8730,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1915,"TA","TA",698,"Y",0,1396,1,0,3,"TA",1,0,"Detchd",1,"Y",0,0,7,2007,153575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,11490,2094,3,1396,14,3830,"Q3","Q3.7","3","3.7"
